tokens,labels
"['jett', 'lounge', 'clairmont', 'rd', 'atl', 'one', 'nicest', 'party', 'year', 'damn', 'place', 'lady', 'do not', 'miss', 'smp', 'saturday']",pos
"['may', 'meat', 'loaf', 'ted', 'nugent', 'rolling', 'tonight', 'nuff', 'said', '#stateofloveandtrust', '#edshow']",pos
"['saturday', 'night', 'okinawa', '...', 'let', 'call', 'night', 'light']",neu
"['wednesday', 'ipad', 'edition', 'now', 'including', 'tom', 'segal is', 'pricewise', 'advice', 'brilliant', 'preview', 'juddmonte', 'international', 'day']",pos
"['cute', 'puppy', 'show', 'animal', 'planet', 'might', 'just', 'greatest', 'thing', 'ever', 'may', 'never', 'leave', 'room', '#homeworkcanwait']",pos
"['friday', 'night', 'light', 'east', 'york', 'lol', 'remember', 'good']",pos
"['tryna', 'temporary', 'love', 'everyday', 'like', 'february', 'i am', 'tryna', 'make', 'u', 'soo', 'official', 'like', '#loverboy']",pos
"['who is', 'coming', 'marijuana', 'march', 'cardiff', 'tomorrow', 'support', 'cause', '#legalizeweed']",pos
"['that is', 'figured', 'suspect', 'may', 'experiencing', 'issue', 'related', 'storm', 'maria', 'we are', 'working', 'dgm']",neg
"['rest', 'peace', 'star', 'war', 'conceptual', 'artist', 'ralph', 'mcquarrie', 'may', 'force', 'friend']",pos
"['grade', 'taking', 'istep', 'test', 'happened', 'does not', 'seem', 'like', 'long', 'ago']",neu
"['u', 'sen', 'john', 'mccain', 'called', 'monday', 'u', 'begin', 'another', 'war', 'airstrikes', 'syria', 'breaking', 'news', 'buzz']",neu
"['hosting', 'open', 'lobby', 'saturday', 'tomorrow', 'pm', 'pm', 'uk', 'time', 'gamertag', 'il', 'ash', 'li', 'guy', 'it is', 'going', 'awesome']",pos
"['david', 'miliband', 'got', 'oxford', 'bad', 'grade', '#bbcnews']",neg
"['one', 'dropped', 'afghan', 'not', 'put', 'pressure', '#indvafg']",neg
"['dongwoo is', 'reaction', 'rank', 'just', 'hilarious', 'xd']",pos
"['may', 'nabasa', 'aq', 'dunno', 'im', 'going', 'believe', 'not', ':/', 'ang', 'sabe', 'dito', 'nasa', 'hell', 'daw', 'si', 'pope', 'john', 'paul', 'ii', '>:|', '..']",neg
"['david', 'ruffin', 'sat', 'trap', 'smoked', 'crack', 'day', 'friday', 'day', 'saturday', 'sunday', 'gotta', 'salute', 'will', 'keep', 'going']",pos
"['interested', 'mark', 'martin', 'will', 'make', 'career', 'nsc', 'start', 'weekend', 'ranked', 'all-time', 'list', '#nascar']",neu
"['played', 'wednesday', 'outclassed', 'premier', 'league', 'team', 'tonight', 'sound', '#swfc', '#operationptl']",pos
"['are not', 'jew', 'steve', 'emerson', 'clifford', 'may', 'just', 'little', 'scared', 'cufi', 'have not', 'heard', 'leo', 'frank']",neu
"['vatican', '#pedrocalungsod', 'beatified', 'pope', 'john', 'paul', 'ii', 'last', 'march', 'now', 'year', 'now', 'canonized']",neu
"['#orangecounty', 'near', 'laguna', 'hill', 'please', 'come', 'visit', 'awakening', 'thursday']",pos
"['anchorage', 'ak', 'ceremonial', 'start', 'iditarod', 'every', 'march']",neu
"['international', 'committee', 'red', 'cross', 'friday', 'warned', 'three', 'palestinian', 'hunger', 'striker', 'risk', '...']",neg
"['premier', 'league', 'team', 'week', 'march', 'gmf', 'take', 'look', 'team', 'weeken', '...', '...', 'via']",neu
"['bilbao', 'breakfast', 'sunday', 'morning', 'athletic', 'just', 'kick', 'espanyol']",neu
"['dongwoo', 'like', 'big', 'baby', 'sooo', 'cute', 'just', 'wanna', 'hug', '...', 'dongwoo', 'becoming', 'infinite', 'bias']",pos
"['guess', 'going', 'christmas', 'party', 'december', 'no', 'show', 'unless', 'justin', 'beiber', '...']",pos
"['make', 'sure', 'find', 'self', 's', 'e', 'c', 'thursday', 'thursday', 'w', 'college', 'id', 'w', 'reg', 'id', 'til', '#iparty']",pos
"['might', 'go', 'selma', 'v', 'kingsburg', 'game', 'tomorrow', '(:']",pos
"['get', 'paid', 'way', 'later', 'today', 'probably', 'going', 'go', 'see', 'sky', 'fall', 'man', 'iron', 'fist', 'idk', 'one', 'choose']",neu
"['hopefully', 'watching', 'lorax', 'will', 'get', 'mind', 'tomorrow']",pos
"['mom', 'just', 'asked', 'wanted', 'see', 'knicks', 'v', 'celtic', 'october', '...', 'hate', 'team', 'it is', 'live', 'game', 'hmm']",neg
"['tomorrow', 'big', 'day', 'celebrate', 'upnsmoke', 'woodland', 'one', 'year', 'anniversary', 'grand', 'prize', 'winner', '...']",pos
"['nine', 'goa', 'congress', 'legislator', 'want', 'join', 'u', 'bjp', 'panaji', 'oct', 'goa is', 'ruling', 'bharatiya', 'janata', 'party', 'bjp', '...']",pos
"['bbl', 'take', 'franchise', 'short-term', 'game', 'mersey', 'sunday', 'go', 'ahead', 'h', '...']",neu
"['miesha', 'tate', 'say', 'going', 'win', 'oct', 'interview', 'bad', 'as', '...', 'go', 'girl', 'happy']",pos
"['july', 'time', 'young', 'savage', 'arrived']",neu
"['going', 'another', 'mail', 'monday', 'fps', 'russia']",neu
"['that is', 'shit', 'sad', 'banff', 'better', 'aswell', 'still', 'going', 'keith', 'x']",neg
"['monroe', 'bound', 'tomorrow', 'it is', 'must', 'leave', 'ruston', 'day']",pos
"['world', 'book', 'day', 'mon', 'no', 'one', 'gave', 'book', 'no', 'one', 'even', 'gave', 'back', 'book', 'they have', 'borrowed', '#hinthint']",neu
"['happy', 'birthday', 'haryana', 'may', 'get', 'best', 'time', 'come']",pos
"['dear', 'march', 'i am', 'gonna', 'live', 'life', 'no', 'matter', 'party', 'tonight', 'cause', 'national', 'bieber', 'day', 'y']",pos
"['woosahhhh', 'it is', 'courtney', 'long', 'time', 'no', 'see', 'lady']",pos
"['book', 'e', 'l', 'james', 'trilogy', 'anastasia', 'played', 'christian', 'christian', 'bale', 'obviously']",neu
"['one', 'last', 'push', 'sunday', 'will', 'week', 'not', 'playing', 'co', 'cup', 'game', 'midweek', 'nufc', 'never', 'make', '...']",neg
"['fps', 'russia', 'penis', 'reservation', 'he is', 'already', 'chick', 'today', 'maybe', 'can', 'fit', 'tomorrow']",neu
"['no', 'may', 'just', 'gadkari is', 'driver']",neu
"['yep', 'wanted', 'limit', 'tweet', 'happy', 'impressive', 'palmares', 'i am', 'stage', 'tirreno', 'vuelta', 'paris-nice', 'suisse', 'roubaix']",pos
"['that is', 'true', 'decided', 'that is', 'going', 'danny', 'care', 'choice', 'right', 'now']",neu
"['sungkyunkwan', 'scandal', 'time', 'can not', 'get', 'enough', 'park', 'yoochun', 'park', 'minyoung', 'song', 'joongki', 'especially', 'yoo', 'ah', 'happy']",pos
"['sandy', 'alderson', 'may', 'well', 'change', 'name', 'madoff', 'robbing', 'mets']",neg
"['australian', 'directioners', 'igo', 'one', 'direction', 'icarly', 'premiering', 'nickelodeon', 'july', 'pm', '(:', 'exciting', 'x']",pos
"['anyone', 'want', 'come', 'see', 'ted', 'nugent', 'speak', 'freedom', 'hall', 'tomorrow', 'it is', 'free']",neu
"['lady', 'it is', 'time', ""y'all"", 'bring', 'tight', 'freak', 'um', 'dress', 'club', 'pulse', 'tomorrow', 'n', 'street', 'free', 'til']",neu
"['danny', 'care', 'may', 'best', 'scrum', 'half', 'england', 'he is', 'still', 'massive', 'c-bomb']",neg
"['totally', 'come', 'perform', 'houston', 'come', 'visit', 'houston', 'rodeo', 'march', 'happy']",pos
"['feel', 'warmth', 'sky', 'first', 'sight', 'felt', 'energy', 'sun', 'rayysss']",neu
"['sunday', 'sufjan', 'stevens', 'casimir', 'pulaski', 'day', 'live', 'manchester', 'apollo', 'via']",neu
"['yardbarker', 'announcing', 'november', 'smashville', 'express', 'knoxville']",neu
"['fafsa', 'pell', 'grant', 'begin', 'college', 'fafsa', 'pell', 'grant', 'october', 'cate', '...']",neu
"['usa', 'call', 'last', 'time', 'left', 'half', 'red', 'wolf']",neu
"['many', 'believe', 'andrew', 'breitbart', 'well', 'may', 'murdered']",neg
"['brilliant', 'min', 'mersey', 'derby', 'not', 'bad', 'game', 'goal', '...']",pos
"['happy', 'november', 'sweet', 'friend', 'sweet', 'thursday', 'nod is', 'name', 'day', '...', 'charrish', 'selma', 'aiden', '...']",pos
"['alejandro', 'valverde', 'win', 'stage', 'paris-nice', 'can', 'catch', 'bradley', 'wiggins', 'answer', '#parisnice']",pos
"['finally', 'listened', 'wrecking', 'ball', 'see', 'concert', 'tomorrow', 'evening']",pos
"['not', 'hard', 'figure', 'value', 'offer', '...', 'mathnasium', 'offering', 'free', 'mathing', 'workshop', 'sunday', '...']",neu
"['mizzou', 'link', 'holy', 'smoke', 'it is', 'wednesday', 'already', 'have not', 'even', 'posted', 'bill', 'carter is', 'sela', 'photo', '...', '#ncaaf']",neu
"['youve', 'done', 'bob is', 'great', 'pacific', 'great', 'now', 'one', 'following', 'usaaf', 'squadron', 'b', 'capt', 'klingler']",pos
"['demi', 'performing', 'houston', 'rodeo', 'march']",neu
"['may', 'not', 'recognize', 'name', 'yet', 'will', 'definitely', 'know', 'music', 'check', 'amazing', 'bill', 'carter', '...']",pos
"['frank', 'gaffrey', 'cliff', 'may', 'steve', 'emerson', 'brilliant', 'looming', 'threat', 'iran', 'hezbollah', 'hamas', 'best', '#cufidc', 'session', 'i have', 'thus', 'far']",pos
"['red', 'cross', 'syria', 'conflict', 'now', 'civil', 'war', 'international', 'committee', 'red', 'cross', 'said', 'sunday', 'now']",neg
"['#stolenspacelnd', 'see', 'shepard', 'fairey', 'show', 'did not', 'get', 'see', 'last', 'friday', '...']",neg
"['interesting', 'gregg', 'williams', 'affadavit', 'just', 'signed', 'friday']",pos
"['i am', 'watching', 'thursday', 'night', 'football', 'tampa', 'bay', 'buccaneer', 'minnesota', 'jared', 'allen']",neu
"['watching', 'joseph', 'prince', 'getting', 'fed', 'u', 'may', 'think', 'u', 'do not', 'say', 'speak', 'god', 'word', '#pastor', '#faith', '#word']",neu
"['tampa', 'bay', 'buccaneer', 'game-by-game', 'prediction', 'half', 'season', 'bleacher', 'report', '#buccaneers']",neu
"['i will', 'playing', '#mitd', 'tonight', 'around', 'est', 'open', 'lobby', 'will', 'likely', 'tomorrow', 'evening', 'keep', 'eye', 'youtube', 'twitter']",pos
"['game', 'shotton', 'called', 'due', 'waterlogged', 'pitch', 'they are', 'now', 'going', 'llani', 'wednesday', 'night', 'sorry', 'lad']",neg
"['here is', 'dixie', 'saying', 'stansbury', 'sure', 'check', 'mark', 'watson is', 'preview', 'tomorrow']",neu
"['excited', 'opportunity', 'go', 'listen', 'speak', 'knoxville', 'tn', 'tomorrow', 'night', 'looking', 'forward', 'learning', 'happy']",pos
"['aaron', 'brook', 'marcus', 'thornton', 'combine', 'go', 'lose', 'bull', 'everybody', 'good', 'thursday']",neu
"['feel', 'like', 'hammond', 'school', 'county', 'make', 'u', 'come', 'school', 'tomorrow']",neu
"['mike', 'dean', 'will', 'referee', 'london', 'derby', 'game', 'tomorrow', 'chelsea', 'without', 'john', 'terry', 'martin', 'atkinson', 'might', 'struggle', '#coys']",neu
"['...', 'say', 'wilt', 'chamberlain', 'best', 'player', 'ever', 'it is', 'start', 'long', 'fruitless', 'argument', 'no', 'one', 'can', 'win']",neg
"['november', 'yung', 'nation', 'going', 'monroe', 'club', 'high', 'school', 'night']",neu
"['beyond', 'obama is', 'hope', 'work', 'shepard', 'fairey']",neu
"['saw', 'birth', 'place', 'jesus', 'walked', 'pathway', 'palm', 'sunday', 'entry', 'jesus', 'jerusalem', '#tc']",neu
"['liam', 'neeson', 'sat', 'next', 'roman', 'abramovich', 'i would', 'sleep', 'one', 'eye', 'open', 'tonight', 'dimatteo', '#cfc', '#mufc', '#supersunday']",neu
"['it is', 'amazing', 'see', 'success', 'thus', 'far', 'early', 'udofia', 'considering', 'marshall', 'etc', 'stifled', 'lorenzo', 'brown', 'thursday', 'night']",pos
"['fca', 'tomorrow', 'morning', 'pac', 'we are', 'small', 'group', 'hope', 'see']",pos
"['kaka', 'committed', 'real', 'madrid', 'may', 'periphery', 'real', 'madrid', 'squad', 'since', 'jose', 'mourinho', 'took', '...']",neu
"['local', 'sport', 'special', 'news-sun', 'plant', 'city', 'highland', 'youth', 'football', 'cheer', 'organization', 'hyfc', 't', '...']",neu
"['reminder', 'july', 'will', 'hosting', 'open', 'lobby', 'livestream']",neu
"['breakfast', 'training', 'london', 'prepare', 'game', 'spur', 'tomorrow']",neu
"['not', 'want', 'repeat', 'strawberry', 'festival', 'bus', 'ride', 'home', 'buckwheat', 'friday']",neg
"['will', 'not', 'going', 'hari', 'terbuka', 'next', 'friday', 'go', 'putrajaya']",neg
"['kinder', 'morgan', 'divest', 'asset', 'close', 'el', 'paso', 'deal', 'kinder', 'morgan', 'energy', 'partner', 'lp', 'nyse', 'kmp', 'said', 'monday', 'h', '...']",neu
"['employee', 'general', 'musharraf', '...', 'sheikh', 'rashid', 'kamran', 'shahid is', 'front', 'line', 'april']",neu
"['sad', 'month', 'waiting', 'time', 'still', 'mean', 'will', 'hrt']",neg
"['front', 'line', 'kamran', 'shahid', 'anp', 'shahi', 'syed']",neu
"['come', 'check', 'smp', 'allstars', 'scenecity', 'friday', 'pine', 'st', 'ne', 'atlanta', 'saturday', 'reggae', 'party', 'jett', 'lounge', 'clairmont', 'atl']",neu
"['#nowwatching', 'silent', 'house', 'guess', 'i am', 'love', 'w', 'elizabeth', 'olsen', 'gotta', 'find', 'martha', 'marcy', 'may', 'marlene', 'heard', 'she is', 'really', 'good']",pos
"['tryna', 'get', 'wavy', 'work', 'tomorrow', 'it is']",neu
"['krul', 'crocked', 'just', 'putting', 'craig', 'gordon', 'britain', 'expensive', 'keeper', 'without', 'club', '#nufc', '#safc', '#ftm']",neg
"['nice', 'missed', 'maino', 'hope', 'you are', 'fun', 'night', 'all-inclusive']",pos
"['want', 'go', 'haunted', 'house', 'friday', 'college', 'id']",pos
"['thanks', 'everyone', 'came', 'day', 'world', 'music', 'festival', 'we will', 'see', 'tomorrow', 'global', 'groove', 'dance', 'party']",pos
"['cava', 'looking', 'forward', 'one', 'biggest', 'event', 'year', 'strawberry', 'festival', 'main', 'st', 'watsonville', 'sat-sun', 'p']",pos
"['friday', 'arlene', 'francis', 'center', 'kinship', 'not', 'reason', 'echorev', 'girl', 'suede', 'iditarod', 'door', 'happy']",pos
"['bro', 'love', 'new', 'song', 'poetic', 'justice', 'you are', 'great', 'thing', 'may', 'god', 'bless']",pos
"['uber', 'pumped', 'fca', 'breakfast', 'tomorrow', 'morning', 'cafeteria', 'fellowship', 'learn', 'eat', 'free', 'food', '#rt']",pos
"['great', 'power', 'came', 'back', 'today', 'many', 'school', 'fairfax', 'country', 'did not', 'power', 'school', 'closed', 'tomorrow']",pos
"['tom', 'boonen', 'summoned', 'man', 'polling', 'station', 'mol', 'sunday', 'does not', 'he will', 'get', 'fined']",neg
"['hrt', 'try', 'improve', 'car', 'oct', 'hrt', 'formula', 'world', 'championship', 'returned', 'action', 'today', '...']",pos
"['mr.craig', 'said', 'sunday', 'night', 'officially', 'last', 'day', 'marching', 'band']",neg
"['#nowwatching', 'kandi', 'factory', 'i am', 'liking', 'far']",pos
"['hamid', 'mir', 'rejected', 'negative', 'view', 'saleem', 'safi', 'sana', 'bucha', 'kamran', 'shahid', 'pti', 'peace', 'march', 'read', 'tweet']",neg
"['saw', 'tuesday', 'java', 'jazz', 'can not', 'help', 'girl', 'like', 'lol', ':p']",pos
"['it is', 'sunday', 'think', 'spirit', 'douglas', 'adam', 'feeling', 'like', 'shit', 'will', 'second', 'bath']",neg
"['distin is', 'derby', 'disappointment', 'sylvain', 'distin', 'voiced', 'frustration', 'taking', 'just', 'point', 'sunday is', 'mersey', '...']",neg
"['hoya', 'sungyeol', 'sungjong', 'bae', 'yong', 'jun', 'look', '..', 'sungyeol is', 'hand']",neu
"['isba', 'hosting', 'professional', 'lunch', 'tomorrow', 'attorney', 'romannucci', 'blandin', 'ccsao', 'ungaretti', 'harris', 'check', 'record']",neu
"['must', 'give', 'boy', 'spot', 'back', 'viewed', 'video', 'directioners', 'tomorrow', 'boy', 'night', '#littlethingsvideocountdown']",pos
"['#mittromney', 'may', 'run', 'olympics', 'balanced', 'massachusetts', 'book', 'learned', 'know', 'economics', 'simcity']",neu
"['ufo', 'sighting', 'black', 'triangle', 'sighting', 'oranjestad', 'october', 'black', 'triangle', 'ufo', 'resemblance', '...']",neu
"['david', 'miliband', 'ft', 'today', 'germany', 'may', 'common', 'britain', 'poland', 'euro', 'member', 'italy', 'even', 'france']",neu
"['brick', 'quad', 'yankee', 'period', 'english', 'iii', 'doc', 'caputo', '#targetonourbacks', '#hatedbyall', '#champions']",neg
"['play', 'sketsa', 'java', 'jazz', 'march', 'pm', 'lobby', 'stage']",neu
"['big', 'game', 'vcu', 'tomorrow', 'night', 'second-place', 'line', '#letsgox']",pos
"['i am', 'excited', 'announce', 'i will', 'opening', 'amazing', 'coming', 'tuesday', 'irving', 'plaza', 'nyc']",pos
"['inmarsat is', 'swiftbroadband', 'soar', 'new', 'height', 'inmarsat', 'lse', 'isat', 'l', 'leading', 'provider', 'global', 'mobile', 'sat', '...']",pos
"['norqway', 'banff', 'open', 'tomorrow', 'mother', 'nature', 'rule', 'canadian', 'rockies']",neu
"['nailed', 'trifecta', '#belmont', 'today', 'race', 'check']",pos
"['queen', 'stone', 'age is', 'regular', 'john', 'glastonbury', 'song', 'deaf', 'tour', 'dave', 'grohl', 'sat', 'stool']",neu
"['can not', 'beat', 'em', 'recruit', 'em', '#yhoo', 'aol', 'goog', 'twx', 'aapl', 'inc', 'nasdaq', 'yhoo', 'may', 'biggest', 'weapo', '...']",pos
"['friday', 'night', 'light', 'brownsville', 'match', 'hanna', 'eagels', 'rivera', 'raider']",pos
"['indeed', 'get', 'back', 'late', 'tuesday', 'night', 'can', 'easily', 'come', 'banff', 'next', 'day', 'time', 'good']",pos
"['guess', 'should have', 'giving', 'book', 'last', 'night', 'world', 'book', 'day', 'instead', 'sat', 'large', 'dark', 'room', 'watching', 'avenger', 'assemble']",neg
"['world', 'walking', 'day', 'hour', 'see', 'guy', 'putrajaya', 'gonna', 'bring', 'camera', 'along', 'happy', '#fb']",pos
"['will', 'ma', 'rural', 'water is', 'trifecta', 'sept', 'demonstrating', 'utility', 'cloud', 'presenting', 'cloud', 'technology', 'see']",pos
"['stfu', 'wit', 'excuse', '...', 'clipper', 'gonna', 'beat', 'hell', 'outta', 'lakers', 'tomorrow']",neg
"['kid', 'pope', 'john', 'paul', 'ii', 'crowned', 'whatever', 'call', 'remember', 'wondering', 'whatever', 'happened', 'pope', 'john', 'paul', '..']",neu
"['lpg', 'consumer', 'can', 'now', 'fill', 'kyc', 'form', 'till', 'nov', 'government', 'extended', 'day', 'deadline', 'fill', '...']",neu
"['purim is', 'dancer', 'run', 'today', 'local', 'goat', 'must', 'wishing', 'good', 'luck']",pos
"['hammond', 'now', 'balanced', 'budget', 'affordable', 'equipment', 'programme', 'backed', 'will', 'still', 'largest', 'defence', 'budget']",pos
"['vanilla', 'bean', 'ice', 'cream', 'sandwich', 'chocolate', 'ganache', 'chandler', 'may']",neu
"['taking', 'trip', 'wichita', 'state', 'tomorrow', 'w', 'little', 'brother', 'alumnus', 'wichitans', 'recos', '#sarcasmnotwelcome']",neu
"['august', '#photooftheday', '#animal', 'let', 'explain', 'one', 'every', 'year', 'iditarod', 'r']",neu
"['monroe', 'also', 'block', 's', 'block', 'w', 'metro', 'exit', 'catholic', 'side', 'follow', 'mbt', 'sign']",neu
"['hell', 'selma', 'school', 'tomorrow', 'parlier', 'clovis', 'others', 'do not']",neg
"['fca', 'tomorrow', 'i would', 'love', 'see', 'kenadee']",pos
"['going', '#unitedsoundsofafrica', 'concert', 'tomorrow', 'irving', 'plaza', 'nyc', 'cc']",neu
"['true', '...', 'dude', 'ying', 'yang', 'twin', 'playing', 'green', 'tomorrow']",pos
"['patiently', 'awaitrt', 'back', 'studio', 'putting', 'final', 'touch', '#album', '...', 'nxt', 'week', 'friday']",pos
"['#np', 'bagsakan', 'parokya', 'ni', 'edgar', 'gloc', 'francis', 'm', 'may', 'sound', 'baduy', 'it is', 'tagalog', 'song', 'nga', 'nindooooot', 'jod', 'kaayo', 'dmd']",pos
"['arsenal', 'v', 'sunderland', 'new', 'signing', 'louis', 'saha', 'set', 'lead', 'line', 'absence', 'stephane', 'sessegnon', 'sun', '...', '#arsenal']",neu
"['gm', 'sat', 'slide', 'big', 'bang', '#jayz', 'will', 'building']",neu
"['guy', 'do not', 'plan', 'saturday', 'night', 'now', 'come', 'rex', 'theatre', 'e', 'carson', 'st', 'support', 'dude']",pos
"['monday', 'feel', 'little', 'easier', 'safc', 're', 'fantastic', 'win', '...', 'mackem', 'couldnt', 'even', 'beat', 'u', 'backyard', '#alwaysinourshadow']",pos
"['come', 'see', 'david', 'taylor', 'pivopivo', 'next', 'saturday']",neu
"['andre', 'villas-boas', 'played', 'speculation', 'already', 'lining', 'january', 'bid', 'brazilian', 'willian', 'jla']",neu
"['karthikeyan', 'already', 'warned', 'hrt', 'engineer', 'need', 'cool', 'brake', 'lap', 'still', 'go']",neg
"['aww', ':/', 'im', 'pissed', 'cause', 'cant', 'download', 'unbroken', 'youtube', 'anymore', 'sigh', 'im', 'also', 'going', 'cinema', 'tomorrow', ':d']",neg
"['attending', 'world', 'music', 'festival', 'bring', 'ticket', 'receive', 'wrap', 'drink', 'fri', 'sept', 'mon', 'sept', 'thurs', 'sept']",neu
"['show', 'tomorrow', 'night', 'club', 'pulse', 'projection', 'broken', 'bunch', 'pm', '...']",neu
"['#edshow', 'think', 'romney', 'throwing', 'sink', 'should have', 'seen', 'selma', 'august', 'incumbent', 'republican', 'backing', '...']",neu
"['got', 'tomorrow', 'espanyol', 'bilbao', 'sociedad', 'win', 'osauna']",pos
"['thank', 'st', 'david', 'parking', 'home', 'game', 'saturday']",pos
"['awesome', 'photo', 'snow', 'starting', 'west', 'liberty', 'may', 'broadcast', 'credit']",pos
"['it is', 'almost', 'time', 'kandi', 'factory', 'cuz', 'march', 'just', 'round', 'da', 'corner', 'u', 'another', 'season', 'want', 'try', 'lol', 'i am', 'ready']",pos
"['tjo', 'today', 'heard', 'eskom is', 'rebate', 'untill', 'march', 'solar', 'nice', 'connected']",pos
"['long', 'weekend', 'kicked', 'tomorrow', 'jack', 'white', 'heebie', 'jeebies']",pos
"['jgh', 'spc', 'yfc', 'year', 'masaya', 'na', 'nakakalungkot', 'hope', 'change', 'guy', '#yfcpublishingisulong']",pos
"['#jedward', 'win', 'last', '#newmarket', 'tom', 'segal', 'racing', 'post', 'will', 'back', 'tomorrow', 'preview', 'every', 'race', '#julyfestival', '#racing']",pos
"['chandigarh', 'capital', 'two', 'state', 'panjab', 'haryana', 'march', 'world', 'meteorological', 'day', 'march', 'world', 'forestry', 'day']",neu
"['yes', 'nufc', 'v', 'west', 'brom', 'live', 'tv is', 'newcastle', 'united', 'back', 'st', 'james', 'park', 'time', '...']",pos
"['buzzing', 'game', 'derby', 'white', 'hart', 'lane', 'next', 'saturday', '#pufc', '#utp']",pos
"['via', 'bpl', 'issue', 'decided', 'nov', 'bangladesh', 'cricket', 'board', 'will', 'take', 'final', 'decision', '...']",neu
"['raider', 'v', 'buccaneer', 'game', 'coverage', 'raider', 'take', 'tampa', 'bay', 'buccaneer', 'sunday', 'oakland', '...']",neu
"['spur', 'manager', 'andre', 'villas-boas', 'proud', 'commitment', 'shown', 'men', 'held', 'fast-finishing', 'southampton', 'sunday']",pos
"['winning', 'u', 'can', 'play', 'chester', 'shot', 'game', 'tomorrow']",pos
"['australian', 'directioners', 'just', 'heart', 'attack', 'news', 'said', 'boy', 'back', 'oct', 'nov', ':-(', '#nottrue', 'x']",neg
"['tryna', 'get', 'bed', 'witha', '..', 'put', 'leg', 'inna']",neu
"['cian', '..', 'huhuhu', '...', 'mybe', 'tomorrow', 'going', 'putrajaya', '..']",neu
"['rui', 'en', 'hahaha', 'female', 'lead', 'wang', 'xinru', 'main', 'person', 'show', 'xiaogui', 'bahs']",neu
"['came', 'istep', 'year', 'ago', '...', 'year', 'ago', 'dude', 'i have', 'taking', 'test', 'since', 'grade', '#uroutoftouch']",neu
"['get', 'skinny', 'verizon', 'announces', 'ice', 'cream', 'sandwich', 'motorola', 'droid', 'bionic', 'waiting', 'may', 'hav', '...']",pos
"['just', 'found', 'iditarod', 'powerpoint', 'disc', 'like', 'grade', '...']",neu
"['red', 'fort', 'cool', 'favorite', 'place', 'far', 'workshop', 'start', 'tomorrow', 'one', 'day', 'left']",pos
"['botching', 'case', 'lieberman', 'israel is', 'ag', 'may', 'made', 'way', 'union', 'netanyahu']",neg
"['got', 'pandomonthly', 'ticket', 'hear', 'fireside', 'chat', 'w', 'reid', 'hoffman', 'thursday', 'sf', 'i will', 'report', 'hopefully', 'buddy', 'can', 'fill']",neu
"['looking', 'ahead', 'gov', 'haley', 'will', 'visit', 'honda', 'timmonsville', 'tomorrow', 'pm', 'she will', 'visit', 'governor is', 'school', 'hartsville']",neu
"['just', 'met', 'player', 'time', 'roger', 'johnson', 'fella', 'walk', 'around', 'like', 'owns', 'place', 'debagged', 'flicked', 'helmet']",neg
"['saf', 'obviously', 'we will', 'make', 'change', 'wednesday', 'squad', 'played', 'nufc', 'will', 'place']",neu
"['no', 'doubt', 'wiggins', 'will', 'win', 'tour', 'de', 'romandie', 'tomorrow', 'second', 'stage', 'race', 'win', 'paris-nice', 'he is', 'going', 'tdf', 'podium']",pos
"['watching', 'game', 'sunday', 'night', 'see', 'cliff', 'avril', 'throwing', 'fit', 'getting', 'butt', 'kicked', 'night']",neg
"['check', 'box', 'art', 'tomb', 'raider', 'think', 'new', 'tomb', 'raider', 'march', '...']",neu
"['cyclist', 'film', 'fan', 'today', 'start', 'bicyclefilmfestival', 'barbican', 'centre', 'sunday']",pos
"['home', 'now', 'sacked', 'puppy', 'couch', 'afternoon', 'sun', 'long', 'thursday', '...', 'douglas', 'adam', 'genius', '#hhgttg']",pos
"['joseph', 'prince', 'fb', '):', 'do not', 'worry', 'tomorrow', 'jesus', 'divine', 'servant', 'gone', 'ahead', 'p', '...', 'do not', 'wo', '...']",pos
"['kinder', 'morgan', 'foundation', 'grant', 'education', 'due', 'month']",neu
"['straight', 'round', 'submission', 'not', 'straight', 'minute', 'ko', 'miesha', 'tate', 'go', 'get', 'right']",neg
"['real', 'good', 'game', 'laguna', 'hill', 'stuns', 'dana', 'hill', 'quarter', 'comeback', 'video']",pos
"['election', 'day', 'november', 'mdc', 'will', 'class', 'make', 'day', 'will', 'see', 'dance', 'iii', 'lovely']",pos
"['seabuiscuit', 'just', 'ran', '..', 'must', 'warming', 'kentucky', 'derby', 'tomorrow', '...', 'need', 'set', 'fire', 'adele', 'right', 'meow']",neu
"['sjp is', 'evil', 'twin', 'who is', 'plotting', 'put', 'sun']",neg
"['awww', 'miss', 'girl', 'yes', 'tomorrow', 'night', 'ill', 'see', 'young', 'life', 'happy']",pos
"['rui', 'en', 'lead', 'confirm', 'good', 'eh', 'like', 'scene', 'niece', 'yangyang', 'chemistry', 'damn', 'good']",pos
"['looking', 'forward', 'friday', 'day', 'night', 'excited', 'involved', 'seminar', 'portion', 'drexel', 'show', '...']",pos
"['joes', 'will', 'road', 'monday', 'tuesday', 'due', 'impending', 'storm', 'stay', 'safe', 'hope', 'see', 'wednesday', 'drexel']",neu
"['lpg', 'price', 'hike', 'put', 'hold', 'facing', 'stiff', 'opposition', 'centre', 'thursday', 'night', 'put', 'hold', 'r', 'incr', '...']",neg
"['snuck', 'sunday', 'night', 'vip', 'party', 'acl', '..', 'got', 'meet', 'dave', 'grohl', 'party', 'open', 'bar', 'style']",neu
